,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
18, , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,2, , ,2,2,2,2,2, , , , , ,2, , , ,2,2,3, , , , , , , , , , ,2,2, 
19, , , , , ,2, , , , , , , , , , ,2, , , ,0, ,2,2,2,3,2,2,3,2, ,2, , ,2, , , ,2,2, , , , ,2,2,2,2,3, ,2,2, , , , , , , , , ,2, , 
20, , , , , ,2, , , , , , , , , , ,2, , , , ,2,2, , ,2, , ,2, , ,2, , ,2, , , , ,2,3,2,2,3,2,2, , ,2, , ,1, , , , , , , , , ,2, , 
21, , , , , ,2, , , , , , , , , , ,2, , , , ,1, ,1,2,2, , ,2, , ,1, , ,2, , , , , ,2, , ,2, ,2,2, ,1, , , , , , , , , , , , ,2, , 
22, , , , , ,2, , , , , , , , , , ,3,2,3,1, , ,1, ,1,2, , ,1, , , , , ,1, , , , ,2,3,2, ,2,2, ,1, , , ,0, , , , , , , , , ,2,2, , 
23, , , , , ,2, , , , , , , , , , ,2, ,2, , ,1,3,2, ,2, , , , , , , , , , , , , ,2, ,2,2, ,1, , , , ,0, , , , , , , , , , ,2, , , 
24, , , , , ,2, , , , , , , , , , ,2,1,2, ,0, , ,3,2,2, , , , , , , , , , , , , ,2, , ,1, , , ,1,2,1, , , , , , , , , , , ,2, , , 
25, , , , , ,2, , , , , , , , , , ,1,2,2,1, ,0, ,2, , , , , , , , , , , , , , , ,2, , , , , ,1,3,1, , , , , , , , , , , , ,2, , , 
26, , , , , ,2, , , , , , , , , , , ,2, , ,0, , ,1, , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , ,2, , , 
27, , , , , ,2, , , , , , , , , , , ,2, , , ,0, , , , , , ,0, , , , , , , , , ,2,2, , , , , ,0, , , , , , , ,1, , , , , ,2,2, , , 
28, , , , , ,2, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,2,2,3, , , , , , , , , , , , , , ,2, , , , , ,2, , , , 
29, , , , , ,2, , , , , , , , , , , ,1, , ,0, , , , , , , , , , , , ,2,2,2,2, ,2,2, , , , , , , , , , , , , ,2,2, , , , ,2, , , , 
30, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , ,2,2,2,2,1, , ,1, , , , , , , ,2,2, , , ,2, , , , 
31, , , , , ,2, , , , , , , , , , ,1, ,0, , , , , , , , , , , , ,2,2, , , , , ,2,2,2, , , , , ,2, , , , , , , , ,2,2, , ,2, , , , 
32, , , , , ,2, , , , , , , , , , ,2,1, , , , , , , , , , , , ,2,2, , , , , , ,2, ,1, , , , , ,2, , , , , , , , , ,2,2,3,2, , , , 
33, , , , , ,2, , , , , , , , , , , , ,0, , , , , , , , , , ,2,2, , , ,1, , , ,2, , , , , , , ,2, , , , , , , , , , , ,2, , , , , 
34, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1, , ,2,2, , ,2, , , ,0, , , ,2, , , , , , , , , , , ,2, , , , , 
35, , , , , ,2, , , , , , ,1,2, , ,0, , , , ,1, , , , , ,2,2, , ,2, , , ,2, , ,2, , , , , , , ,2, , , , , , , , , , , ,2, , , , , 
36, , , , , ,2, , , , , , , ,1, , , , , , ,1,2, , , , ,2,2, , , ,2, , , ,2, , ,2, , , , , , , ,2, , , , , , , , , , , ,2, , , , , 
37, , , , , ,2, , , , , ,1, , , , , , , , , , , , , , ,2, , , , ,2, , , ,3,2,2,3,2, , , , , , ,1, , , , , , , , , , , ,2, , , , , 
38, , , , , ,2, , , , , ,2, , , , ,0, , , , , ,0, , ,2,2, , ,1,2,3,2,3,2,2, , , ,2,2, , , , , , ,1, , , , , , , , , , ,2, , , , , 
39, , , , , ,2, , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , ,2, , , , , , ,2, , , , , , ,2, , , , , , , , ,2,2,3, , , , , 
40, , , , , ,2, , , , , , , , ,0, ,0, , , , , , ,2,1, , , , , , , , ,2, , , ,1, , ,2, , , , , , ,2, , , , , , ,2,2,2, ,2,2, , , , 
41, , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , ,2, , , ,2, , ,2, , , , , , ,2, , , , , ,2,2, , , , ,2,2, , , 
42, , , , , ,2, , , , , , , , , , , ,1, , , ,1, ,1, , , , , , , , ,2,3,2,2,2,3, , ,2, , , , , , ,2, , , , ,2,2, , , , , , ,2, , , 
43, , , , , ,2, , , , , , , , , , , ,2, , ,2,2, , , , , , , , , , ,2, , , , ,2,3,2,3, , , , , , ,2, , , , ,2, , , , , , , ,2, , , 
44, , , , , ,2, , , , ,0, , , , , , ,1, ,1,2, , , , , , , , , , , ,2, , , , , ,2, ,1, , , , , , ,2,2, , , ,2, , , , , , , ,2, , , 
45, , , , , ,2, , , , , , , , , ,0, , ,0, , ,0, , , , , , , , , , ,2, , , , , ,2, , , , , , , , , ,2,2, , ,2, , , , , , , ,2, , , 
46, , , , , ,2, , , , , , , , , , , , , , ,0, , , , , , , , , , , ,2,2, , , , ,2, , , , , , , , , , ,3,2,2,3,2, , , , , ,2,3,2, , 
47, , , , , ,2, , , , , , , , , , ,0, , , , , , , , , , , , , , , , ,2,2,2,3,2,2, , , , , , , , , ,2,2, , , ,2,2, , , , ,2, ,1, , 
48, , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , ,2,2, , , , , ,2, , , , ,2, , , , 
49, , , , , , ,3,2,1, , , , , , , , , , ,1,2, , , , , , , , , , ,1,2,2, , ,2, , , , , , , , , , ,2, , , , , , ,2,2,2, ,2,2, , , , 
50,1, , , , , ,2, , ,0, , , , , ,0, , , , ,1, , , , , , , , , , , , ,2,2, ,2, , , , , , , , , , ,2, , , , , , , , ,2,2,2, , , , , 
51,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3, , , , , , , , , , ,2,2, , , , , , , , ,2,1, , , , , 
52, ,2,2, , , ,3,1, , , , , , , , , , , ,0, , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , 
53, , ,2, , , ,2, , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,2,3,1, , , , , ,2,2, , , , , , 
54, , ,2, , , ,3,2,1, , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , ,2,2, , , , , , , , , , , ,2, , , ,1,2, ,2, , , , , , , 
55, , ,2, , , ,2, , , , , , , , , , , , ,1,2,1, , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,2, , , , ,2,2,2, , , , , , , 
56, , ,2, , , ,2, , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,2,2, , , , , , , , , , ,2,2,2, , , ,2,1, , , , , , , 
57, , ,2, , , ,3,1, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , ,2, , , , , , , , 
58, , ,2, , , ,2, , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , ,2,2,3,2, , , , , , , , , , , ,2,2,2,3,2, , , , , , , , 
59, , ,2, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , ,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , 
60, , ,2, , , ,2, , , , , , , , , , , , , ,0, , , , , , , , , , , , , ,2,2, , , , , ,2,2, , , , , , , , , , ,2,2, , , , , , , , , 
61, , ,2, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , , , , , , ,2,2,2, , , , , , , , ,1, , , , , , , , , , 
62, , ,2, , , ,2, , , , , , , , , , , , , , , , , , , , , ,0, , ,2,2, , , , , , , , , , , ,2,2,2, , , , , , , , , , , , , , , , , 
63, , ,1, , , ,1, , , , , , , , , ,0, , , , , , , , , , , , ,1,2,2, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , 
