,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
15, , , , , ,q, , , , , , , , , , ,q, , , , ,q,q, ,q, , , ,q,q, ,q,q, , , , , , , , , , , ,q, , , , , , ,q, , , , , , , , , , ,q, 
16, , , , , ,q, , , , , , , , , , ,q, , , , , , , , , , , , ,q,q, ,q,q, , , , , , , , , , ,q, , , , , , ,q, , , , , , , , , , ,q, 
17, , , , , ,q, , , , , , , , , , ,q, , , , , , , , , , , , , ,q,q,q,q,q,q, , , , , , , , ,q, , , , , ,q,q, , , , , , , , , , ,q, 
18, , , , , ,q, , , , , , , , , , ,q, , , , , , , , , , , , ,q,q,q, , ,q,q,q,q,q, , , , , ,q, , , ,q,q,q, , , , , , , , , , ,q,q, 
19, , , , , ,q, , , , , , , , , , ,q, , , ,q, ,q,q,q,q,q,q,q,q, ,q, , ,q, , , ,q,q, , , , ,q,q,q,q,q, ,q,q, , , , , , , , , ,q, , 
20, , , , , ,q, , , , , , , , , , ,q, , , , ,q,q, , ,q, , ,q, , ,q, , ,q, , , , ,q,q,q,q,q,q,q, , ,q, , ,q, , , , , , , , , ,q, , 
21, , , , , ,q, , , , , , , , , , ,q, , , , ,q, ,q,q,q, , ,q, , ,q, , ,q, , , , , ,q, , ,q, ,q,q, ,q, , , , , , , , , , , , ,q, , 
22, , , , , ,q, , , , , , , , , , ,q,q,q,q, , ,q, ,q,q, , ,q, , , , , ,q, , , , ,q,q,q, ,q,q, ,q, , , ,q, , , , , , , , , ,q,q, , 
23, , , , , ,q, , , , , , , , , , ,q, ,q, , ,q,q,q, ,q, , , , , , , , , , , , , ,q, ,q,q, ,q, , , , ,q, , , , , , , , , , ,q, , , 
24, , , , , ,q, , , , , , , , , , ,q,q,q, ,q, , ,q,q,q, , , , , , , , , , , , , ,q, , ,q, , , ,q,q,q, , , , , , , , , , , ,q, , , 
25, , , , , ,q, , , , , , , , , , ,q,q,q,q, ,q, ,q, , , , , , , , , , , , , , , ,q, , , , , ,q,q,q, , , , , , , , , , , , ,q, , , 
26, , , , , ,q, , , , , , , , , , , ,q, , ,q, , ,q, , , , , , , , , , , , , , , ,q, , , , , , ,q, , , , , , , , , , , , , ,q, , , 
27, , , , , ,q, , , , , , , , , , , ,q, , , ,q, , , , , , ,q, , , , , , , , , ,q,q, , , , , ,q, , , , , , , ,q, , , , , ,q,q, , , 
28, , , , , ,q, , , , , , , , , , , ,q, , , , , , , , , , , , , , , , , , ,q,q,q, , , , , , , , , , , , , , ,q, , , , , ,q, , , , 
29, , , , , ,q, , , , , , , , , , , ,q, , ,q, , , , , , , , , , , , ,q,q,q,q, ,q,q, , , , , , , , , , , , , ,q,q, , , , ,q, , , , 
30, , , , , ,q, , , , , , , , , , , , , , , , , , , , , , , , , , ,q,q, , , , , ,q,q,q,q,q, , ,q, , , , , , , ,q,q, , , ,q, , , , 
31, , , , , ,q, , , , , , , , , , ,q, ,q, , , , , , , , , , , , ,q,q, , , , , ,q,q,q, , , , , ,q, , , , , , , , ,q,q, , ,q, , , , 
32, , , , , ,q, , , , , , , , , , ,q,q, , , , , , , , , , , , ,q,q, , , , , , ,q, ,q, , , , , ,q, , , , , , , , , ,q,q,q,q, , , , 
33, , , , , ,q, , , , , , , , , , , , ,q, , , , , , , , , , ,q,q, , , ,q, , , ,q, , , , , , , ,q, , , , , , , , , , , ,q, , , , , 
34, , , , , ,q, , , , , , , , , , , , , , , , , , , , , , ,q,q, ,q, , ,q,q, , ,q, , , ,q, , , ,q, , , , , , , , , , , ,q, , , , , 
35, , , , , ,q, , , , , , ,q,q, , ,q, , , , ,q, , , , , ,q,q, , ,q, , , ,q, , ,q, , , , , , , ,q, , , , , , , , , , , ,q, , , , , 
36, , , , , ,q, , , , , , , ,q, , , , , , ,q,q, , , , ,q,q, , , ,q, , , ,q, , ,q, , , , , , , ,q, , , , , , , , , , , ,q, , , , , 
37, , , , , ,q, , , , , ,q, , , , , , , , , , , , , , ,q, , , , ,q, , , ,q,q,q,q,q, , , , , , ,q, , , , , , , , , , , ,q, , , , , 
38, , , , , ,q, , , , , ,q, , , , ,q, , , , , ,q, , ,q,q, , ,q,q,q,q,q,q,q, , , ,q,q, , , , , , ,q, , , , , , , , , , ,q, , , , , 
39, , , , , ,q, , , , , ,q, , , , , , , , , , , , , ,q, , , , , , , ,q, , , , , , ,q, , , , , , ,q, , , , , , , , ,q,q,q, , , , , 
40, , , , , ,q, , , , , , , , ,q, ,q, , , , , , ,q,q, , , , , , , , ,q, , , ,q, , ,q, , , , , , ,q, , , , , , ,q,q,q, ,q,q, , , , 
41, , , , , ,q, , , , , , , , , , , , , , , , , ,q, , , , , , , , , ,q, , , ,q, , ,q, , , , , , ,q, , , , , ,q,q, , , , ,q,q, , , 
42, , , , , ,q, , , , , , , , , , , ,q, , , ,q, ,q, , , , , , , , ,q,q,q,q,q,q, , ,q, , , , , , ,q, , , , ,q,q, , , , , , ,q, , , 
43, , , , , ,q, , , , , , , , , , , ,q, , ,q,q, , , , , , , , , , ,q, , , , ,q,q,q,q, , , , , , ,q, , , , ,q, , , , , , , ,q, , , 
44, , , , , ,q, , , , ,q, , , , , , ,q, ,q,q, , , , , , , , , , , ,q, , , , , ,q, ,q, , , , , , ,q,q, , , ,q, , , , , , , ,q, , , 
45, , , , , ,q, , , , , , , , , ,q, , ,q, , ,q, , , , , , , , , , ,q, , , , , ,q, , , , , , , , , ,q,q, , ,q, , , , , , , ,q, , , 
46, , , , , ,q, , , , , , , , , , , , , , ,q, , , , , , , , , , , ,q,q, , , , ,q, , , , , , , , , , ,q,q,q,q,q, , , , , ,q,q,q, , 
47, , , , , ,q, , , , , , , , , , ,q, , , , , , , , , , , , , , , , ,q,q,q,q,q,q, , , , , , , , , ,q,q, , , ,q,q, , , , ,q, ,q, , 
48, , , , , ,q,q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,q, , , , , , , , , , ,q,q, , , , , ,q, , , , ,q, , , , 
49, , , , , , ,q,q,q, , , , , , , , , , ,q,q, , , , , , , , , , ,q,q,q, , ,q, , , , , , , , , , ,q, , , , , , ,q,q,q, ,q,q, , , , 
50,q, , , , , ,q, , ,q, , , , , ,q, , , , ,q, , , , , , , , , , , , ,q,q, ,q, , , , , , , , , , ,q, , , , , , , , ,q,q,q, , , , , 
51,q,q, , , , ,q, , , , , , , , , , , , , , , , , , , , , , , , , , , ,q,q,q, , , , , , , , , , ,q,q, , , , , , , , ,q,q, , , , , 
52, ,q,q, , , ,q,q, , , , , , , , , , , ,q, , , , , , , , , , , , , , , , ,q, , , , , , , , , , , ,q, , , , , , , , ,q, , , , , , 
53, , ,q, , , ,q, , , , , , , , , , , , , ,q, , , , , , , , , , , , , , , ,q, , , , , , , , , , , ,q,q,q, , , , , ,q,q, , , , , , 
54, , ,q, , , ,q,q,q, , , , ,q, , , , , , , , ,q, , , , , , , , , , , , , ,q,q, , , , , , , , , , , ,q, , , ,q,q, ,q, , , , , , , 
55, , ,q, , , ,q, , , , , , , , , , , , ,q,q,q, , , , , , , , , , , , , , , ,q, , , , , , , , , , , ,q, , , , ,q,q,q, , , , , , , 
56, , ,q, , , ,q, , , , , , , , , , , , , , , , , , , , , ,q, , , , , , , , ,q,q, , , , , , , , , , ,q,q,q, , , ,q,q, , , , , , , 
57, , ,q, , , ,q,q, , , , , , , , , , , , , , ,q, , , , , , , , , , , , , , , ,q, , , , , , , , , , , , ,q, , , ,q, , , , , , , , 
58, , ,q, , , ,q, , , , , , , , , , , ,q, , , , , , , , , , , , , , , , , ,q,q,q,q, , , , , , , , , , , ,q,q,q,q,q, , , , , , , , 
59, , ,q, , , ,q, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,q,q, , ,q,q,q, , , , , , , , , , , , ,q, , , , , , , , , 
60, , ,q, , , ,q, , , , , , , , , , , , , ,q, , , , , , , , , , , , , ,q,q, , , , , ,q,q, , , , , , , , , , ,q,q, , , , , , , , , 
61, , ,q, , , ,q, , , , , , , , , , , , , , , , , , , , , , , , , ,q,q,q, , , , , , , ,q,q,q, , , , , , , , ,q, , , , , , , , , , 
62, , ,q, , , ,q, , , , , , , , , , , , , , , , , , , , , ,q, , ,q,q, , , , , , , , , , , ,q,q,q, , , , , , , , , , , , , , , , , 
63, , ,q, , , ,q, , , , , , , , , ,q, , , , , , , , , , , , ,q,q,q, , , , , , , , , , , , , , ,q, , , , , , , , , , , , , , , , , 
