,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
37, , , , ,1,5,5,1, , , ,1, , , , , , , , , , , , , , ,2, , , ,1,5,5,5,5,5,1,1,1,5,5,1,1, , , ,1, , , ,1,5,5,5,5,5,5,5,5,5,5,5,5,1
38, , , , ,1,5,5,1, , , ,2, , , , ,0, , , , , ,0, , ,2,2, , ,1,2,5,5,5,5,5,1, ,1,5,5,5,1, , , , ,1, , ,1,5,5,5,5,5,5,5,5,5,5,5,5,1
39, , , , ,1,5,5,1, , , ,1, , , , , , , , , , , , , ,1, , , , ,1,5,5,5,5,1,1, ,1,1,5,1,1, , , , ,2, ,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1
40, , , , ,1,5,5,1, , , , , , ,0, ,0, , , , , , ,2,1, , , , , ,1,5,5,5,5,1, ,1, ,1,5,1, , , , , ,2, ,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1
41, , , , ,1,5,5,1, , , , , , , , , , , , , , , ,2, , , , , , ,1,5,5,5,5,1,1,2, ,1,5,1, , , , , ,2, ,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1
42, , , , ,1,5,5,1, , , , , , , , , ,1, , , ,1, ,1, , , , , ,1,1,5,5,5,5,5,5,1,1,1,1,1, , , , , ,2, ,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1
43, , , , ,1,5,5,1, , , , , , , , , ,2, , ,2,2, , , , , , , ,1,1,1,5,1,1,1,1,1,2,1,2, , , , , , ,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1
44, , , , ,1,5,5,1, , ,0, , , , , , ,1, ,1,2, , , , , , , , , , ,1,1,1, , , , ,2, ,1, , , , , , ,1,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,1
45, , , , ,1,5,5,1, , , , , , , ,0, , ,0, , ,0, , , , , , , , , , ,1,1,1, , ,1,2,1, , , , , , , ,1,5,5,5,5,5,5,5,1, ,1,5,5,5,5,5,1
46, , , , ,1,5,5,1, , , , , , , , , , , , ,0, , , , , , , , , , , ,1,1,1,1,1,1,1,1, , , , , , , ,1,5,5,5,5,5,5,5,1, ,1,5,5,5,5,5,1
47, , , , ,1,5,5,1, , , , , , , , ,0, , , , , , , , , , , , , , , , ,1,1,5,5,5,1, , , , , , , , ,1,5,5,5,5,5,5,5,1, ,1,5,5,5,5,1,1
48, , , , ,1,5,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,5,5,1, , , , , , , , ,2,1,1,1,1,1,1,5,1, ,1,5,5,5,1,1, 
49, , , , ,1,1,5,2,1, , , , , , ,1, , , ,1,2, , , , , , , , , , ,1,2,2,1,5,5,5,1,1, , , , , , , ,2, , , , , ,1,1,2,2,1,5,5,1,1, , 
50,1, , , , ,1,5,1, ,0, , , , , ,1, , , , ,1, , , , , , , , , , , , ,1,5,5,5,5,5,1,1,1, , , , , ,2,1,1,1, , , , , ,1,5,5,1,1, , , 
51,2,2, , , ,1,5,1,1, , , , , , , , , , ,1, , , , , , , , , , , , , ,1,5,5,5,5,5,5,5,1,1,1, , , ,1,5,5,1,1,1, , , ,1,5,1,1, , , , 
52, ,2,2, , ,1,5,1,1, , , , , , , , , , ,1, , , , , , , , , , , , , ,1,5,5,5,5,5,5,5,5,5,1, , , ,1,5,5,5,5,1, , ,1,1,5,1, , , , , 
53, , ,2, , ,1,5,1, , , , , , , , , , , , ,0, ,1, , , , , , , , ,1,1,1,5,5,5,5,5,5,5,5,5,1,1, , ,1,5,5,5,1,1, , ,1,5,1,1, , , , , 
54, , ,2, , ,1,5,2,1, , , , ,0, , , , , , , , ,1, , , , , , , , ,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1, ,1,5,5,5,1, ,1,2,1,5,1, , , , , , 
55, , ,2, , ,1,5,1, , , , , , , , , , , ,1,2,1, , , , , , , , , ,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1, ,1,5,5,5,1,1, ,1,5,5,1, , , , , , 
56, , ,2, , ,1,5,1,1, , , , , , , , , , , , , , , , , , , ,0, , ,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1, ,1,1,5,5,5,1, ,1,5,1,1, , , , , , 
57, , ,2,1, ,1,5,1,1, , , , , , , , , , , , ,1,1, , , , , , , , ,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1, , ,1,1,1,1,1,1,1,5,1, , , , , , , 
58, , ,1,1, ,1,5,1, , , , , , , , , , ,0, , , , , , , , , , , ,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1, , , , ,1,1,1,5,1,1, , , , , , , 
59, , ,1,1, ,1,5,1, , , , , , , , , , , , , , , , , , , , , , ,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, , , , , , ,1,5,1, , , , , , , , 
60, , ,1,1, ,1,5,1, , , , , , , , , , , , ,0, , , , , , , , ,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, , , , , , ,2,1,1, , , , , , , , 
61, , ,1,1, ,1,5,1, , , , , , , , , , , , , , , , , , , , , ,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1, , , , , ,1, , , , , , , , , , 
62, , ,1,1, ,1,5,1, , , , , , , , , , , , , , , , , , , , ,0, ,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, , , , , , , , , , , , , , , , 
63, , ,1,1, ,1,1,1, , , , , , , , ,0, , , , , , , , , , , , ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , 
